"","Site","Time","Season","success","failure"
"2680","20A",19,"S",1,156
"2681","20A",20,"F",0,93
"2682","20A",20,"S",1,156
"2683","20A",21,"F",0,93
"2684","20A",21,"S",2,155
"2685","20A",22,"F",0,93
"2686","20A",22,"S",1,156
"2687","20A",23,"F",0,93
"2688","20A",23,"S",0,157
"2689","20B",0,"F",1,93
"2690","20B",0,"S",1,151
"2691","20B",1,"F",1,93
"2692","20B",1,"S",0,152
"2693","20B",2,"F",1,93
"2694","20B",2,"S",0,152
"2695","20B",3,"F",1,93
"2696","20B",3,"S",1,151
"2697","20B",4,"F",0,94
"2698","20B",4,"S",0,152
"2699","20B",5,"F",0,94
"2700","20B",5,"S",2,150
"2701","20B",6,"F",0,94
"2702","20B",6,"S",1,151
"2703","20B",7,"F",2,92
"2704","20B",7,"S",0,152
"2705","20B",8,"F",1,93
"2706","20B",8,"S",0,152
"2707","20B",9,"F",0,94
"2708","20B",9,"S",0,152
"2709","20B",10,"F",0,94
"2710","20B",10,"S",2,150
"2711","20B",11,"F",2,92
"2712","20B",11,"S",1,151
"2713","20B",12,"F",1,93
"2714","20B",12,"S",0,152
"2715","20B",13,"F",0,94
"2716","20B",13,"S",0,152
"2717","20B",14,"F",0,94
"2718","20B",14,"S",2,150
"2719","20B",15,"F",1,93
"2720","20B",15,"S",0,152
"2721","20B",16,"F",0,94
"2722","20B",16,"S",0,152
"2723","20B",17,"F",1,93
"2724","20B",17,"S",2,150
"2725","20B",18,"F",2,92
"2726","20B",18,"S",2,150
"2727","20B",19,"F",1,93
"2728","20B",19,"S",2,150
"2729","20B",20,"F",1,93
"2730","20B",20,"S",1,151
"2731","20B",21,"F",2,92
"2732","20B",21,"S",2,150
"2733","20B",22,"F",1,93
"2734","20B",22,"S",2,150
"2735","20B",23,"F",0,94
"2736","20B",23,"S",1,151
"2737","20C",0,"F",0,61
"2738","20C",0,"S",0,120
"2739","20C",1,"F",0,61
"2740","20C",1,"S",0,120
"2741","20C",2,"F",0,61
"2742","20C",2,"S",0,120
"2743","20C",3,"F",0,61
"2744","20C",3,"S",0,120
"2745","20C",4,"F",0,61
"2746","20C",4,"S",0,120
"2747","20C",5,"F",1,60
"2748","20C",5,"S",0,120
"2749","20C",6,"F",0,61
"2750","20C",6,"S",0,120
"2751","20C",7,"F",0,61
"2752","20C",7,"S",2,118
"2753","20C",8,"F",0,61
"2754","20C",8,"S",1,119
"2755","20C",9,"F",0,61
"2756","20C",9,"S",1,119
"2757","20C",10,"F",0,61
"2758","20C",10,"S",0,120
"2759","20C",11,"F",0,61
"2760","20C",11,"S",2,118
"2761","20C",12,"F",0,61
"2762","20C",12,"S",0,120
"2763","20C",13,"F",0,61
"2764","20C",13,"S",0,120
"2765","20C",14,"F",0,61
"2766","20C",14,"S",0,120
"2767","20C",15,"F",0,61
"2768","20C",15,"S",0,120
"2769","20C",16,"F",0,61
"2770","20C",16,"S",0,120
"2771","20C",17,"F",0,61
"2772","20C",17,"S",0,120
"2773","20C",18,"F",2,59
"2774","20C",18,"S",0,120
"2775","20C",19,"F",0,61
"2776","20C",19,"S",0,120
"2777","20C",20,"F",0,61
"2778","20C",20,"S",1,119
"2779","20C",21,"F",0,61
"2780","20C",21,"S",0,120
"2781","20C",22,"F",0,61
"2782","20C",22,"S",0,120
"2783","20C",23,"F",0,61
"2784","20C",23,"S",0,120
"2785","20D",0,"F",0,94
"2786","20D",0,"S",0,112
"2787","20D",1,"F",0,94
"2788","20D",1,"S",0,112
"2789","20D",2,"F",0,94
"2790","20D",2,"S",0,112
"2791","20D",3,"F",0,94
"2792","20D",3,"S",0,112
"2793","20D",4,"F",0,94
"2794","20D",4,"S",0,112
"2795","20D",5,"F",0,94
"2796","20D",5,"S",0,112
"2797","20D",6,"F",0,94
"2798","20D",6,"S",1,111
"2799","20D",7,"F",0,94
"2800","20D",7,"S",0,112
"2801","20D",8,"F",0,94
"2802","20D",8,"S",0,112
"2803","20D",9,"F",0,94
"2804","20D",9,"S",0,112
"2805","20D",10,"F",0,94
"2806","20D",10,"S",0,112
"2807","20D",11,"F",0,94
"2808","20D",11,"S",0,112
"2809","20D",12,"F",0,94
"2810","20D",12,"S",0,112
"2811","20D",13,"F",0,94
"2812","20D",13,"S",0,112
"2813","20D",14,"F",0,94
"2814","20D",14,"S",0,112
"2815","20D",15,"F",1,93
"2816","20D",15,"S",0,112
"2817","20D",16,"F",0,94
"2818","20D",16,"S",0,112
"2819","20D",17,"F",0,94
"2820","20D",17,"S",0,112
"2821","20D",18,"F",0,94
"2822","20D",18,"S",0,112
"2823","20D",19,"F",0,94
"2824","20D",19,"S",0,112
"2825","20D",20,"F",0,94
"2826","20D",20,"S",1,111
"2827","20D",21,"F",0,94
"2828","20D",21,"S",0,112
"2829","20D",22,"F",0,94
"2830","20D",22,"S",0,112
"2831","20D",23,"F",0,94
"2832","20D",23,"S",0,112
"2833","20E",0,"F",0,94
"2834","20E",0,"S",0,161
"2835","20E",1,"F",0,94
"2836","20E",1,"S",0,161
"2837","20E",2,"F",0,94
"2838","20E",2,"S",1,160
"2839","20E",3,"F",0,94
"2840","20E",3,"S",0,161
"2841","20E",4,"F",1,93
"2842","20E",4,"S",0,161
"2843","20E",5,"F",0,94
"2844","20E",5,"S",0,161
"2845","20E",6,"F",0,94
"2846","20E",6,"S",0,161
"2847","20E",7,"F",0,94
"2848","20E",7,"S",0,161
"2849","20E",8,"F",0,94
"2850","20E",8,"S",0,161
"2851","20E",9,"F",0,94
"2852","20E",9,"S",0,161
"2853","20E",10,"F",0,94
"2854","20E",10,"S",0,161
"2855","20E",11,"F",0,94
"2856","20E",11,"S",0,161
"2857","20E",12,"F",0,94
"2858","20E",12,"S",0,161
"2859","20E",13,"F",0,94
"2860","20E",13,"S",0,161
"2861","20E",14,"F",0,94
"2862","20E",14,"S",0,161
"2863","20E",15,"F",0,94
"2864","20E",15,"S",0,161
"2865","20E",16,"F",0,94
"2866","20E",16,"S",0,161
"2867","20E",17,"F",0,94
"2868","20E",17,"S",0,161
"2869","20E",18,"F",0,94
"2870","20E",18,"S",0,161
"2871","20E",19,"F",1,93
"2872","20E",19,"S",1,160
"2873","20E",20,"F",0,94
"2874","20E",20,"S",1,160
"2875","20E",21,"F",0,94
"2876","20E",21,"S",1,160
"2877","20E",22,"F",0,94
"2878","20E",22,"S",0,161
"2879","20E",23,"F",0,94
"2880","20E",23,"S",0,161
"2881","2A",0,"F",0,102
"2882","2A",0,"S",0,71
"2883","2A",1,"F",1,101
"2884","2A",1,"S",1,70
"2885","2A",2,"F",0,102
"2886","2A",2,"S",0,71
"2887","2A",3,"F",0,102
"2888","2A",3,"S",0,71
"2889","2A",4,"F",0,102
"2890","2A",4,"S",0,71
"2891","2A",5,"F",0,102
"2892","2A",5,"S",0,71
"2893","2A",6,"F",0,102
"2894","2A",6,"S",2,69
"2895","2A",7,"F",0,102
"2896","2A",7,"S",3,68
"2897","2A",8,"F",0,102
"2898","2A",8,"S",1,70
"2899","2A",9,"F",0,102
"2900","2A",9,"S",1,70
"2901","2A",10,"F",1,101
"2902","2A",10,"S",1,70
"2903","2A",11,"F",0,102
"2904","2A",11,"S",1,70
"2905","2A",12,"F",1,101
"2906","2A",12,"S",0,71
"2907","2A",13,"F",0,102
"2908","2A",13,"S",2,69
"2909","2A",14,"F",0,102
"2910","2A",14,"S",1,70
"2911","2A",15,"F",0,102
"2912","2A",15,"S",1,70
"2913","2A",16,"F",2,100
"2914","2A",16,"S",2,69
"2915","2A",17,"F",2,100
"2916","2A",17,"S",2,69
"2917","2A",18,"F",3,99
"2918","2A",18,"S",3,68
"2919","2A",19,"F",1,101
"2920","2A",19,"S",1,70
"2921","2A",20,"F",3,99
"2922","2A",20,"S",0,71
"2923","2A",21,"F",1,101
"2924","2A",21,"S",1,70
"2925","2A",22,"F",0,102
"2926","2A",22,"S",0,71
"2927","2A",23,"F",0,102
"2928","2A",23,"S",0,71
"2929","2B",0,"F",1,98
"2930","2B",0,"S",0,131
"2931","2B",1,"F",0,99
"2932","2B",1,"S",0,131
"2933","2B",2,"F",0,99
"2934","2B",2,"S",0,131
"2935","2B",3,"F",0,99
"2936","2B",3,"S",0,131
"2937","2B",4,"F",0,99
"2938","2B",4,"S",0,131
"2939","2B",5,"F",0,99
"2940","2B",5,"S",0,131
"2941","2B",6,"F",0,99
"2942","2B",6,"S",1,130
"2943","2B",7,"F",0,99
"2944","2B",7,"S",0,131
"2945","2B",8,"F",0,99
"2946","2B",8,"S",0,131
"2947","2B",9,"F",0,99
"2948","2B",9,"S",0,131
"2949","2B",10,"F",1,98
"2950","2B",10,"S",0,131
"2951","2B",11,"F",0,99
"2952","2B",11,"S",0,131
"2953","2B",12,"F",0,99
"2954","2B",12,"S",1,130
"2955","2B",13,"F",0,99
"2956","2B",13,"S",3,128
"2957","2B",14,"F",0,99
"2958","2B",14,"S",1,130
"2959","2B",15,"F",0,99
"2960","2B",15,"S",1,130
"2961","2B",16,"F",0,99
"2962","2B",16,"S",0,131
"2963","2B",17,"F",0,99
"2964","2B",17,"S",0,131
"2965","2B",18,"F",0,99
"2966","2B",18,"S",0,131
"2967","2B",19,"F",0,99
"2968","2B",19,"S",0,131
"2969","2B",20,"F",0,99
"2970","2B",20,"S",0,131
"2971","2B",21,"F",0,99
"2972","2B",21,"S",1,130
"2973","2B",22,"F",0,99
"2974","2B",22,"S",1,130
"2975","2B",23,"F",0,99
"2976","2B",23,"S",0,131
"2977","2C",0,"F",0,74
"2978","2C",0,"S",0,170
"2979","2C",1,"F",0,74
"2980","2C",1,"S",0,170
"2981","2C",2,"F",0,74
"2982","2C",2,"S",0,170
"2983","2C",3,"F",0,74
"2984","2C",3,"S",0,170
"2985","2C",4,"F",0,74
"2986","2C",4,"S",0,170
"2987","2C",5,"F",0,74
"2988","2C",5,"S",1,169
"2989","2C",6,"F",0,74
"2990","2C",6,"S",0,170
"2991","2C",7,"F",0,74
"2992","2C",7,"S",0,170
"2993","2C",8,"F",0,74
"2994","2C",8,"S",0,170
"2995","2C",9,"F",0,74
"2996","2C",9,"S",0,170
"2997","2C",10,"F",0,74
"2998","2C",10,"S",0,170
"2999","2C",11,"F",0,74
"3000","2C",11,"S",0,170
"3001","2C",12,"F",0,74
"3002","2C",12,"S",0,170
"3003","2C",13,"F",0,74
"3004","2C",13,"S",0,170
"3005","2C",14,"F",0,74
"3006","2C",14,"S",0,170
"3007","2C",15,"F",0,74
"3008","2C",15,"S",0,170
"3009","2C",16,"F",0,74
"3010","2C",16,"S",0,170
"3011","2C",17,"F",0,74
"3012","2C",17,"S",0,170
"3013","2C",18,"F",0,74
"3014","2C",18,"S",0,170
"3015","2C",19,"F",0,74
"3016","2C",19,"S",0,170
"3017","2C",20,"F",0,74
"3018","2C",20,"S",0,170
"3019","2C",21,"F",0,74
"3020","2C",21,"S",0,170
"3021","2C",22,"F",0,74
"3022","2C",22,"S",0,170
"3023","2C",23,"F",0,74
"3024","2C",23,"S",0,170
"3025","2D",0,"F",0,58
"3026","2D",0,"S",0,163
"3027","2D",1,"F",0,58
"3028","2D",1,"S",0,163
"3029","2D",2,"F",0,58
"3030","2D",2,"S",0,163
"3031","2D",3,"F",2,56
"3032","2D",3,"S",0,163
"3033","2D",4,"F",0,58
"3034","2D",4,"S",0,163
"3035","2D",5,"F",0,58
"3036","2D",5,"S",0,163
"3037","2D",6,"F",0,58
"3038","2D",6,"S",0,163
"3039","2D",7,"F",0,58
"3040","2D",7,"S",0,163
"3041","2D",8,"F",0,58
"3042","2D",8,"S",2,161
"3043","2D",9,"F",0,58
"3044","2D",9,"S",0,163
"3045","2D",10,"F",0,58
"3046","2D",10,"S",0,163
"3047","2D",11,"F",0,58
"3048","2D",11,"S",0,163
"3049","2D",12,"F",0,58
"3050","2D",12,"S",0,163
"3051","2D",13,"F",0,58
"3052","2D",13,"S",0,163
"3053","2D",14,"F",0,58
"3054","2D",14,"S",0,163
"3055","2D",15,"F",0,58
"3056","2D",15,"S",0,163
"3057","2D",16,"F",0,58
"3058","2D",16,"S",1,162
"3059","2D",17,"F",0,58
"3060","2D",17,"S",1,162
"3061","2D",18,"F",0,58
"3062","2D",18,"S",1,162
"3063","2D",19,"F",0,58
"3064","2D",19,"S",2,161
"3065","2D",20,"F",0,58
"3066","2D",20,"S",0,163
"3067","2D",21,"F",0,58
"3068","2D",21,"S",1,162
"3069","2D",22,"F",0,58
"3070","2D",22,"S",0,163
"3071","2D",23,"F",0,58
"3072","2D",23,"S",0,163
"3073","2E",0,"F",0,106
"3074","2E",0,"S",1,174
"3075","2E",1,"F",0,106
"3076","2E",1,"S",1,174
"3077","2E",2,"F",0,106
"3078","2E",2,"S",0,175
"3079","2E",3,"F",0,106
"3080","2E",3,"S",1,174
"3081","2E",4,"F",0,106
"3082","2E",4,"S",1,174
"3083","2E",5,"F",0,106
"3084","2E",5,"S",3,172
"3085","2E",6,"F",0,106
"3086","2E",6,"S",0,175
"3087","2E",7,"F",0,106
"3088","2E",7,"S",0,175
"3089","2E",8,"F",0,106
"3090","2E",8,"S",1,174
"3091","2E",9,"F",0,106
"3092","2E",9,"S",0,175
"3093","2E",10,"F",0,106
"3094","2E",10,"S",0,175
"3095","2E",11,"F",0,106
"3096","2E",11,"S",0,175
"3097","2E",12,"F",1,105
"3098","2E",12,"S",0,175
"3099","2E",13,"F",0,106
"3100","2E",13,"S",0,175
"3101","2E",14,"F",0,106
"3102","2E",14,"S",0,175
"3103","2E",15,"F",0,106
"3104","2E",15,"S",0,175
"3105","2E",16,"F",0,106
"3106","2E",16,"S",2,173
"3107","2E",17,"F",0,106
"3108","2E",17,"S",1,174
"3109","2E",18,"F",0,106
"3110","2E",18,"S",1,174
"3111","2E",19,"F",0,106
"3112","2E",19,"S",2,173
"3113","2E",20,"F",0,106
"3114","2E",20,"S",1,174
"3115","2E",21,"F",0,106
"3116","2E",21,"S",0,175
"3117","2E",22,"F",0,106
"3118","2E",22,"S",2,173
"3119","2E",23,"F",0,106
"3120","2E",23,"S",0,175
"3121","3A",0,"F",0,107
"3122","3A",0,"S",0,157
"3123","3A",1,"F",0,107
"3124","3A",1,"S",0,157
"3125","3A",2,"F",0,107
"3126","3A",2,"S",0,157
"3127","3A",3,"F",0,107
"3128","3A",3,"S",0,157
"3129","3A",4,"F",0,107
"3130","3A",4,"S",0,157
"3131","3A",5,"F",0,107
"3132","3A",5,"S",1,156
"3133","3A",6,"F",0,107
"3134","3A",6,"S",0,157
"3135","3A",7,"F",0,107
"3136","3A",7,"S",2,155
"3137","3A",8,"F",0,107
"3138","3A",8,"S",0,157
"3139","3A",9,"F",0,107
"3140","3A",9,"S",0,157
"3141","3A",10,"F",0,107
"3142","3A",10,"S",0,157
"3143","3A",11,"F",0,107
"3144","3A",11,"S",2,155
"3145","3A",12,"F",0,107
"3146","3A",12,"S",0,157
"3147","3A",13,"F",0,107
"3148","3A",13,"S",0,157
"3149","3A",14,"F",0,107
"3150","3A",14,"S",0,157
"3151","3A",15,"F",0,107
"3152","3A",15,"S",0,157
"3153","3A",16,"F",0,107
"3154","3A",16,"S",1,156
"3155","3A",17,"F",0,107
"3156","3A",17,"S",1,156
"3157","3A",18,"F",0,107
"3158","3A",18,"S",0,157
"3159","3A",19,"F",0,107
"3160","3A",19,"S",2,155
"3161","3A",20,"F",0,107
"3162","3A",20,"S",0,157
"3163","3A",21,"F",0,107
"3164","3A",21,"S",1,156
"3165","3A",22,"F",0,107
"3166","3A",22,"S",1,156
"3167","3A",23,"F",0,107
"3168","3A",23,"S",1,156
"3169","3B",0,"F",1,65
"3170","3B",0,"S",0,58
"3171","3B",1,"F",0,66
"3172","3B",1,"S",0,58
"3173","3B",2,"F",1,65
"3174","3B",2,"S",0,58
"3175","3B",3,"F",0,66
"3176","3B",3,"S",0,58
"3177","3B",4,"F",0,66
"3178","3B",4,"S",0,58
"3179","3B",5,"F",0,66
"3180","3B",5,"S",0,58
"3181","3B",6,"F",0,66
"3182","3B",6,"S",0,58
"3183","3B",7,"F",0,66
"3184","3B",7,"S",1,57
"3185","3B",8,"F",0,66
"3186","3B",8,"S",0,58
"3187","3B",9,"F",0,66
"3188","3B",9,"S",0,58
"3189","3B",10,"F",0,66
"3190","3B",10,"S",0,58
"3191","3B",11,"F",0,66
"3192","3B",11,"S",0,58
"3193","3B",12,"F",0,66
"3194","3B",12,"S",1,57
"3195","3B",13,"F",0,66
"3196","3B",13,"S",0,58
"3197","3B",14,"F",0,66
"3198","3B",14,"S",0,58
"3199","3B",15,"F",0,66
"3200","3B",15,"S",0,58
"3201","3B",16,"F",1,65
"3202","3B",16,"S",2,56
"3203","3B",17,"F",1,65
"3204","3B",17,"S",2,56
"3205","3B",18,"F",1,65
"3206","3B",18,"S",1,57
"3207","3B",19,"F",0,66
"3208","3B",19,"S",0,58
"3209","3B",20,"F",1,65
"3210","3B",20,"S",0,58
"3211","3B",21,"F",2,64
"3212","3B",21,"S",2,56
"3213","3B",22,"F",0,66
"3214","3B",22,"S",0,58
"3215","3B",23,"F",1,65
"3216","3B",23,"S",0,58
"3217","3C",0,"F",0,108
"3218","3C",0,"S",0,126
"3219","3C",1,"F",0,108
"3220","3C",1,"S",0,126
"3221","3C",2,"F",0,108
"3222","3C",2,"S",0,126
"3223","3C",3,"F",0,108
"3224","3C",3,"S",0,126
"3225","3C",4,"F",0,108
"3226","3C",4,"S",0,126
"3227","3C",5,"F",0,108
"3228","3C",5,"S",0,126
"3229","3C",6,"F",0,108
"3230","3C",6,"S",0,126
"3231","3C",7,"F",0,108
"3232","3C",7,"S",0,126
"3233","3C",8,"F",0,108
"3234","3C",8,"S",0,126
"3235","3C",9,"F",0,108
"3236","3C",9,"S",0,126
"3237","3C",10,"F",0,108
"3238","3C",10,"S",1,125
"3239","3C",11,"F",0,108
"3240","3C",11,"S",0,126
"3241","3C",12,"F",0,108
"3242","3C",12,"S",0,126
"3243","3C",13,"F",0,108
"3244","3C",13,"S",0,126
"3245","3C",14,"F",0,108
"3246","3C",14,"S",0,126
"3247","3C",15,"F",0,108
"3248","3C",15,"S",0,126
"3249","3C",16,"F",0,108
"3250","3C",16,"S",0,126
"3251","3C",17,"F",0,108
"3252","3C",17,"S",0,126
"3253","3C",18,"F",0,108
"3254","3C",18,"S",0,126
"3255","3C",19,"F",0,108
"3256","3C",19,"S",0,126
"3257","3C",20,"F",0,108
"3258","3C",20,"S",0,126
"3259","3C",21,"F",0,108
"3260","3C",21,"S",0,126
"3261","3C",22,"F",0,108
"3262","3C",22,"S",0,126
"3263","3C",23,"F",0,108
"3264","3C",23,"S",0,126
"3265","3D",0,"F",1,101
"3266","3D",0,"S",0,130
"3267","3D",1,"F",0,102
"3268","3D",1,"S",0,130
"3269","3D",2,"F",0,102
"3270","3D",2,"S",0,130
"3271","3D",3,"F",0,102
"3272","3D",3,"S",0,130
"3273","3D",4,"F",0,102
"3274","3D",4,"S",0,130
"3275","3D",5,"F",0,102
"3276","3D",5,"S",0,130
"3277","3D",6,"F",0,102
"3278","3D",6,"S",0,130
"3279","3D",7,"F",0,102
"3280","3D",7,"S",0,130
"3281","3D",8,"F",0,102
"3282","3D",8,"S",2,128
"3283","3D",9,"F",0,102
"3284","3D",9,"S",2,128
"3285","3D",10,"F",0,102
"3286","3D",10,"S",1,129
"3287","3D",11,"F",0,102
"3288","3D",11,"S",0,130
"3289","3D",12,"F",0,102
"3290","3D",12,"S",0,130
"3291","3D",13,"F",0,102
"3292","3D",13,"S",2,128
"3293","3D",14,"F",0,102
"3294","3D",14,"S",0,130
"3295","3D",15,"F",0,102
"3296","3D",15,"S",0,130
"3297","3D",16,"F",0,102
"3298","3D",16,"S",0,130
"3299","3D",17,"F",0,102
"3300","3D",17,"S",0,130
"3301","3D",18,"F",1,101
"3302","3D",18,"S",1,129
"3303","3D",19,"F",1,101
"3304","3D",19,"S",1,129
"3305","3D",20,"F",0,102
"3306","3D",20,"S",0,130
"3307","3D",21,"F",0,102
"3308","3D",21,"S",1,129
"3309","3D",22,"F",0,102
"3310","3D",22,"S",0,130
"3311","3D",23,"F",0,102
"3312","3D",23,"S",0,130
"3313","3E",0,"F",0,102
"3314","3E",0,"S",0,181
"3315","3E",1,"F",0,102
"3316","3E",1,"S",0,181
"3317","3E",2,"F",0,102
"3318","3E",2,"S",0,181
"3319","3E",3,"F",0,102
"3320","3E",3,"S",0,181
"3321","3E",4,"F",0,102
"3322","3E",4,"S",0,181
"3323","3E",5,"F",0,102
"3324","3E",5,"S",0,181
"3325","3E",6,"F",0,102
"3326","3E",6,"S",1,180
"3327","3E",7,"F",0,102
"3328","3E",7,"S",0,181
"3329","3E",8,"F",0,102
"3330","3E",8,"S",0,181
"3331","3E",9,"F",0,102
"3332","3E",9,"S",0,181
"3333","3E",10,"F",0,102
"3334","3E",10,"S",1,180
"3335","3E",11,"F",0,102
"3336","3E",11,"S",0,181
"3337","3E",12,"F",0,102
"3338","3E",12,"S",0,181
"3339","3E",13,"F",0,102
"3340","3E",13,"S",0,181
"3341","3E",14,"F",0,102
"3342","3E",14,"S",0,181
"3343","3E",15,"F",0,102
"3344","3E",15,"S",0,181
"3345","3E",16,"F",0,102
"3346","3E",16,"S",1,180
"3347","3E",17,"F",0,102
"3348","3E",17,"S",0,181
"3349","3E",18,"F",0,102
"3350","3E",18,"S",0,181
"3351","3E",19,"F",0,102
"3352","3E",19,"S",0,181
"3353","3E",20,"F",0,102
"3354","3E",20,"S",2,179
"3355","3E",21,"F",0,102
"3356","3E",21,"S",2,179
"3357","3E",22,"F",0,102
"3358","3E",22,"S",1,180
"3359","3E",23,"F",0,102
"3360","3E",23,"S",0,181
"3361","4A",0,"F",1,104
"3362","4A",0,"S",0,156
"3363","4A",1,"F",0,105
"3364","4A",1,"S",0,156
"3365","4A",2,"F",0,105
"3366","4A",2,"S",0,156
"3367","4A",3,"F",0,105
"3368","4A",3,"S",0,156
"3369","4A",4,"F",0,105
"3370","4A",4,"S",0,156
"3371","4A",5,"F",1,104
"3372","4A",5,"S",4,152
"3373","4A",6,"F",0,105
"3374","4A",6,"S",1,155
"3375","4A",7,"F",0,105
"3376","4A",7,"S",1,155
"3377","4A",8,"F",0,105
"3378","4A",8,"S",0,156
"3379","4A",9,"F",0,105
"3380","4A",9,"S",0,156
"3381","4A",10,"F",0,105
"3382","4A",10,"S",0,156
"3383","4A",11,"F",0,105
"3384","4A",11,"S",0,156
"3385","4A",12,"F",0,105
"3386","4A",12,"S",1,155
"3387","4A",13,"F",0,105
"3388","4A",13,"S",0,156
"3389","4A",14,"F",0,105
"3390","4A",14,"S",2,154
"3391","4A",15,"F",0,105
"3392","4A",15,"S",0,156
"3393","4A",16,"F",0,105
"3394","4A",16,"S",0,156
"3395","4A",17,"F",0,105
"3396","4A",17,"S",1,155
"3397","4A",18,"F",0,105
"3398","4A",18,"S",0,156
"3399","4A",19,"F",1,104
"3400","4A",19,"S",1,155
"3401","4A",20,"F",0,105
"3402","4A",20,"S",0,156
"3403","4A",21,"F",0,105
"3404","4A",21,"S",1,155
"3405","4A",22,"F",1,104
"3406","4A",22,"S",0,156
"3407","4A",23,"F",0,105
"3408","4A",23,"S",0,156
"3409","4B",0,"F",0,104
"3410","4B",0,"S",0,172
"3411","4B",1,"F",0,104
"3412","4B",1,"S",1,171
"3413","4B",2,"F",0,104
"3414","4B",2,"S",2,170
"3415","4B",3,"F",0,104
"3416","4B",3,"S",0,172
"3417","4B",4,"F",0,104
"3418","4B",4,"S",1,171
"3419","4B",5,"F",0,104
"3420","4B",5,"S",1,171
"3421","4B",6,"F",0,104
"3422","4B",6,"S",2,170
"3423","4B",7,"F",1,103
"3424","4B",7,"S",1,171
"3425","4B",8,"F",0,104
"3426","4B",8,"S",1,171
"3427","4B",9,"F",0,104
"3428","4B",9,"S",1,171
"3429","4B",10,"F",0,104
"3430","4B",10,"S",2,170
"3431","4B",11,"F",0,104
"3432","4B",11,"S",1,171
"3433","4B",12,"F",0,104
"3434","4B",12,"S",2,170
"3435","4B",13,"F",0,104
"3436","4B",13,"S",2,170
"3437","4B",14,"F",0,104
"3438","4B",14,"S",1,171
"3439","4B",15,"F",0,104
"3440","4B",15,"S",0,172
"3441","4B",16,"F",0,104
"3442","4B",16,"S",1,171
"3443","4B",17,"F",0,104
"3444","4B",17,"S",0,172
"3445","4B",18,"F",1,103
"3446","4B",18,"S",1,171
"3447","4B",19,"F",1,103
"3448","4B",19,"S",2,170
"3449","4B",20,"F",0,104
"3450","4B",20,"S",4,168
"3451","4B",21,"F",1,103
"3452","4B",21,"S",2,170
"3453","4B",22,"F",0,104
"3454","4B",22,"S",1,171
"3455","4B",23,"F",0,104
"3456","4B",23,"S",1,171
"3457","4C",0,"F",0,98
"3458","4C",0,"S",0,52
"3459","4C",1,"F",0,98
"3460","4C",1,"S",0,52
"3461","4C",2,"F",0,98
"3462","4C",2,"S",0,52
"3463","4C",3,"F",0,98
"3464","4C",3,"S",0,52
"3465","4C",4,"F",0,98
"3466","4C",4,"S",0,52
"3467","4C",5,"F",0,98
"3468","4C",5,"S",0,52
"3469","4C",6,"F",0,98
"3470","4C",6,"S",0,52
"3471","4C",7,"F",0,98
"3472","4C",7,"S",1,51
"3473","4C",8,"F",0,98
"3474","4C",8,"S",1,51
"3475","4C",9,"F",0,98
"3476","4C",9,"S",0,52
"3477","4C",10,"F",0,98
"3478","4C",10,"S",1,51
"3479","4C",11,"F",0,98
"3480","4C",11,"S",0,52
"3481","4C",12,"F",0,98
"3482","4C",12,"S",0,52
"3483","4C",13,"F",0,98
"3484","4C",13,"S",1,51
"3485","4C",14,"F",0,98
"3486","4C",14,"S",1,51
"3487","4C",15,"F",0,98
"3488","4C",15,"S",0,52
"3489","4C",16,"F",0,98
"3490","4C",16,"S",1,51
"3491","4C",17,"F",0,98
"3492","4C",17,"S",1,51
"3493","4C",18,"F",0,98
"3494","4C",18,"S",1,51
"3495","4C",19,"F",0,98
"3496","4C",19,"S",3,49
"3497","4C",20,"F",0,98
"3498","4C",20,"S",0,52
"3499","4C",21,"F",0,98
"3500","4C",21,"S",1,51
"3501","4C",22,"F",0,98
"3502","4C",22,"S",1,51
"3503","4C",23,"F",0,98
"3504","4C",23,"S",0,52
"3505","4D",0,"F",0,96
"3506","4D",0,"S",0,174
"3507","4D",1,"F",0,96
"3508","4D",1,"S",0,174
"3509","4D",2,"F",0,96
"3510","4D",2,"S",0,174
"3511","4D",3,"F",0,96
"3512","4D",3,"S",0,174
"3513","4D",4,"F",0,96
"3514","4D",4,"S",0,174
"3515","4D",5,"F",0,96
"3516","4D",5,"S",0,174
"3517","4D",6,"F",0,96
"3518","4D",6,"S",0,174
"3519","4D",7,"F",0,96
"3520","4D",7,"S",0,174
"3521","4D",8,"F",0,96
"3522","4D",8,"S",0,174
"3523","4D",9,"F",0,96
"3524","4D",9,"S",0,174
"3525","4D",10,"F",0,96
"3526","4D",10,"S",0,174
"3527","4D",11,"F",0,96
"3528","4D",11,"S",0,174
"3529","4D",12,"F",0,96
"3530","4D",12,"S",0,174
"3531","4D",13,"F",0,96
"3532","4D",13,"S",0,174
"3533","4D",14,"F",0,96
"3534","4D",14,"S",0,174
"3535","4D",15,"F",0,96
"3536","4D",15,"S",0,174
"3537","4D",16,"F",0,96
"3538","4D",16,"S",0,174
"3539","4D",17,"F",0,96
"3540","4D",17,"S",0,174
"3541","4D",18,"F",0,96
"3542","4D",18,"S",0,174
"3543","4D",19,"F",1,95
"3544","4D",19,"S",0,174
"3545","4D",20,"F",0,96
"3546","4D",20,"S",3,171
"3547","4D",21,"F",0,96
"3548","4D",21,"S",2,172
"3549","4D",22,"F",1,95
"3550","4D",22,"S",0,174
"3551","4D",23,"F",1,95
"3552","4D",23,"S",0,174
